975900	0
10408933	0
171005	0
77856	1
612710	0
156558	0
1364293	0
261237	0
12008535	0
4951456	0
5708633	0
12053509	0
7364373	0
7028314	0
12788657	0
3873713	0
164387	0
24282217	0
7767613	0
164388	0
22985953	0
3550323	0
1765938	1
1305819	0
1031231	0
6305925	0
196176	0
748616	0
31505444	0
336846	1
3033993	0
103021	0
1940449	0
6703617	1
362719	1
4459059	0
3681139	0
5549065	1
171058	0
2608958	1
2546429	0
31686022	0
24416479	0
12490207	0
3883051	0
1033297	1
207680	1
1858682	0
7235116	0
5254729	0
19168185	0
27504492	0
20506905	0
6004372	0
12091274	0
7582987	0
24021571	0
1226289	0
3475071	0
44218	0
7752732	0
3809621	0
1307956	0
2216254	0
28530363	0
30548208	1
1964091	1
6721185	0
3917900	0
22358819	1
706803	1
20206687	0
1851703	0
3917873	0
444919	0
3670013	0
11599737	0
1033477	0
24300269	0
28010827	0
1097249	0
6973699	0
33096336	0
9104619	0
24207129	0
4572965	0
5884079	1
399402	1
22224559	1
22342112	0
4836072	1
2121431	0
736262	0
4360088	0
5240350	0
32066330	1
18195326	0
12095072	0
27383563	1
5565338	0
6244632	0
1231856	1
1612686	0
31707381	0
5080311	0
8948959	0
8610844	0
2028217	0
14613957	0
4724834	0
34055313	0
1157158	0
16647548	0
3028248	0
4501185	0
5877719	0
3059075	0
142274	0
26149260	0
1871167	0
18487239	0
1217079	0
10088120	0
1472852	1
6846215	1
13194784	0
12180811	0
5566878	0
5876575	0
1480748	0
2023704	1
1480747	0
683122	1
9457642	0
26723356	0
7351283	0
8219325	1
62688	0
468356	0
1238065	0
570743	1
504242	0
129295	1
256337	1
933349	0
8987889	0
10344059	0
9088886	1
5257643	0
3511253	1
7024876	0
580994	0
20700559	1
5329751	0
7641358	0
20629940	0
221489	0
9906067	0
103022	0
2236141	0
2080306	0
2002258	0
1481638	0
18065848	0
1598832	0
2261407	0
8719979	0
3158499	0
26554437	1
22578492	0
4600218	0
31404359	0
1853602	0
327427	0
6987479	0
2292864	0
154635	0
685987	1
8499528	0
1663320	0
74868	0
25411775	0
4605171	0
22486844	0
8695	0
14291637	1
275547	0
28042876	1
31351	0
9340076	0
8700683	1
3176181	0
1380482	0
1456329	1
25496318	0
12585204	0
1488066	0
36353797	0
30575	1
33146132	0
4278437	0
685721	0
142443	0
8964541	0
43307	1
366111	1
9459581	0
8997652	0
7421446	0
25871790	0
7482786	0
445066	1
4340789	0
4788925	0
29631957	0
31958696	0
46505	1
7482708	0
3112996	0
706860	0
2262096	0
992455	0
770083	0
4406314	0
8850105	1
2651593	0
31231485	0
30854972	0
1282593	0
24373655	0
17247457	0
12260258	0
32424995	0
2100492	1
23734853	0
10183625	0
161452	0
993791	1
113454	0
5955514	0
6961461	1
3727473	0
680361	1
19787914	1
17008283	0
359571	0
22144721	1
10940332	0
165106	0
19024526	0
2609169	0
24515495	0
3710183	0
142457	1
10915095	0
186856	1
21242801	0
92582	0
16955791	0
12746610	0
31839719	0
32376025	0
607444	1
8983787	0
1380313	0
25981715	0
30204919	0
1345561	0
2941852	0
6446044	1
17657295	0
3333	1
365039	1
3662683	0
1353277	0
28763446	1
5082327	0
2476317	0
11448113	0
4515733	0
6179154	0
2296056	1
26537809	0
31417999	0
226198	1
29890894	0
2795282	0
2196420	0
11455154	0
7081414	0
944471	0
102026	0
14169361	0
4213154	0
7771844	0
703687	1
8464511	0
34611699	0
9478308	0
